cov_row,author,field,filled_value,provenance,xlsx_row_idx,xlsx_author,source_table,source_column,source_raw_value
1,Ihor Mitrov,region_at_archive_freeze,kyiv,SOURCE_RESEARCH_WEB,89,Ihor Mitrov,web_research_2026-05,external_web_research,born: Kerch (south_ukraine; Kerch/crimea taxonomy conflict noted); Jan 2022: Kyiv; current: Kyiv; 95th Air Assault Brigade since Mar 2022 | sources: https://www.versopolis.com/poet/610/ihor-mitrov; https://chytomo.com/en/ihor-mitrov-a-bohemian-poet-at-war-turns-into-an-ordinary-soldier/; https://pen.org.ua/en/ihor-mitrov-bohemnyj-poet-na-vijni-peretvoryuyetsya-u-zvychajnoho-soldata
1,Ihor Mitrov,language_xlsx_primary_at_freeze,Ukrainian,SOURCE_RESEARCH_WEB,89,Ihor Mitrov,web_research_2026-05,external_web_research,born: Kerch (south_ukraine; Kerch/crimea taxonomy conflict noted); Jan 2022: Kyiv; current: Kyiv; 95th Air Assault Brigade since Mar 2022 | sources: https://www.versopolis.com/poet/610/ihor-mitrov; https://chytomo.com/en/ihor-mitrov-a-bohemian-poet-at-war-turns-into-an-ordinary-soldier/; https://pen.org.ua/en/ihor-mitrov-bohemnyj-poet-na-vijni-peretvoryuyetsya-u-zvychajnoho-soldata
1,Ihor Mitrov,language_corpus_p1,Ukrainian,DIRECT_COPY,89,Ihor Mitrov,roster_v1_frozen.csv,dominant_language_p1,Ukrainian
1,Ihor Mitrov,language_corpus_p2,Ukrainian,DIRECT_COPY,89,Ihor Mitrov,roster_v1_frozen.csv,dominant_language_p2,Ukrainian
1,Ihor Mitrov,bilingual_switcher_corpus,no,ROSTER_COPY,89,Ihor Mitrov,roster_v1_frozen.csv,is_bilingual_switcher,False
2,Iryna Shuvalova,gender,F,SOURCE_RESEARCH_WEB,96,Iryna Shuvalova,web_research_2026-05,external_web_research,born: Kyiv; Jan 2022: diaspora (Nanjing/China); current: diaspora (Oslo since 2023); PhD Cambridge 2020; PEN: PEN member; other locations: Cambridge· UK | sources: https://en.wikipedia.org/wiki/Iryna_Shuvalova; https://pen.org.ua/en/autors/shuvalova-iryna; https://www.versopolis.com/poet/556/iryna-shuvalova; https://poets.org/poet/iryna-shuvalova
2,Iryna Shuvalova,birth_year,1986,SOURCE_RESEARCH_WEB,96,Iryna Shuvalova,web_research_2026-05,external_web_research,born: Kyiv; Jan 2022: diaspora (Nanjing/China); current: diaspora (Oslo since 2023); PhD Cambridge 2020; PEN: PEN member; other locations: Cambridge· UK | sources: https://en.wikipedia.org/wiki/Iryna_Shuvalova; https://pen.org.ua/en/autors/shuvalova-iryna; https://www.versopolis.com/poet/556/iryna-shuvalova; https://poets.org/poet/iryna-shuvalova
2,Iryna Shuvalova,generation_cohort,1980s,SOURCE_RESEARCH_WEB,96,Iryna Shuvalova,web_research_2026-05,external_web_research,born: Kyiv; Jan 2022: diaspora (Nanjing/China); current: diaspora (Oslo since 2023); PhD Cambridge 2020; PEN: PEN member; other locations: Cambridge· UK | sources: https://en.wikipedia.org/wiki/Iryna_Shuvalova; https://pen.org.ua/en/autors/shuvalova-iryna; https://www.versopolis.com/poet/556/iryna-shuvalova; https://poets.org/poet/iryna-shuvalova
2,Iryna Shuvalova,region_of_birth,kyiv,SOURCE_RESEARCH_WEB,96,Iryna Shuvalova,web_research_2026-05,external_web_research,born: Kyiv; Jan 2022: diaspora (Nanjing/China); current: diaspora (Oslo since 2023); PhD Cambridge 2020; PEN: PEN member; other locations: Cambridge· UK | sources: https://en.wikipedia.org/wiki/Iryna_Shuvalova; https://pen.org.ua/en/autors/shuvalova-iryna; https://www.versopolis.com/poet/556/iryna-shuvalova; https://poets.org/poet/iryna-shuvalova
2,Iryna Shuvalova,region_at_archive_freeze,diaspora,SOURCE_RESEARCH_WEB,96,Iryna Shuvalova,web_research_2026-05,external_web_research,born: Kyiv; Jan 2022: diaspora (Nanjing/China); current: diaspora (Oslo since 2023); PhD Cambridge 2020; PEN: PEN member; other locations: Cambridge· UK | sources: https://en.wikipedia.org/wiki/Iryna_Shuvalova; https://pen.org.ua/en/autors/shuvalova-iryna; https://www.versopolis.com/poet/556/iryna-shuvalova; https://poets.org/poet/iryna-shuvalova
2,Iryna Shuvalova,language_xlsx_primary_at_freeze,Ukrainian,SOURCE_RESEARCH_WEB,96,Iryna Shuvalova,web_research_2026-05,external_web_research,born: Kyiv; Jan 2022: diaspora (Nanjing/China); current: diaspora (Oslo since 2023); PhD Cambridge 2020; PEN: PEN member; other locations: Cambridge· UK | sources: https://en.wikipedia.org/wiki/Iryna_Shuvalova; https://pen.org.ua/en/autors/shuvalova-iryna; https://www.versopolis.com/poet/556/iryna-shuvalova; https://poets.org/poet/iryna-shuvalova
2,Iryna Shuvalova,notes,born: Kyiv; Jan 2022: diaspora (Nanjing/China); current: diaspora (Oslo since 2023); PhD Cambridge 2020; PEN: PEN member; other locations: Cambridge· UK,SOURCE_RESEARCH_WEB,96,Iryna Shuvalova,web_research_2026-05,external_web_research,born: Kyiv; Jan 2022: diaspora (Nanjing/China); current: diaspora (Oslo since 2023); PhD Cambridge 2020; PEN: PEN member; other locations: Cambridge· UK | sources: https://en.wikipedia.org/wiki/Iryna_Shuvalova; https://pen.org.ua/en/autors/shuvalova-iryna; https://www.versopolis.com/poet/556/iryna-shuvalova; https://poets.org/poet/iryna-shuvalova
2,Iryna Shuvalova,language_corpus_p1,Ukrainian,DIRECT_COPY,96,Iryna Shuvalova,roster_v1_frozen.csv,dominant_language_p1,Ukrainian
2,Iryna Shuvalova,language_corpus_p2,Ukrainian,DIRECT_COPY,96,Iryna Shuvalova,roster_v1_frozen.csv,dominant_language_p2,Ukrainian
2,Iryna Shuvalova,bilingual_switcher_corpus,no,ROSTER_COPY,96,Iryna Shuvalova,roster_v1_frozen.csv,is_bilingual_switcher,False
3,Oleksandr Irvanets,gender,M,SOURCE_RESEARCH_WEB,187,Oleksandr Irvanets,web_research_2026-05,external_web_research,born: Lviv; raised Rivne; Jan 2022: Kyiv (Irpin); current: Kyiv (Irpin); Bu-Ba-Bu co-founder; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Oleksandr_Irvanets; https://pen.org.ua/en/members/irvanets-oleksandr; https://www.wikidata.org/wiki/Q3489996
3,Oleksandr Irvanets,birth_year,1961,SOURCE_RESEARCH_WEB,187,Oleksandr Irvanets,web_research_2026-05,external_web_research,born: Lviv; raised Rivne; Jan 2022: Kyiv (Irpin); current: Kyiv (Irpin); Bu-Ba-Bu co-founder; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Oleksandr_Irvanets; https://pen.org.ua/en/members/irvanets-oleksandr; https://www.wikidata.org/wiki/Q3489996
3,Oleksandr Irvanets,generation_cohort,pre_1970,SOURCE_RESEARCH_WEB,187,Oleksandr Irvanets,web_research_2026-05,external_web_research,born: Lviv; raised Rivne; Jan 2022: Kyiv (Irpin); current: Kyiv (Irpin); Bu-Ba-Bu co-founder; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Oleksandr_Irvanets; https://pen.org.ua/en/members/irvanets-oleksandr; https://www.wikidata.org/wiki/Q3489996
3,Oleksandr Irvanets,region_of_birth,west_ukraine,SOURCE_RESEARCH_WEB,187,Oleksandr Irvanets,web_research_2026-05,external_web_research,born: Lviv; raised Rivne; Jan 2022: Kyiv (Irpin); current: Kyiv (Irpin); Bu-Ba-Bu co-founder; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Oleksandr_Irvanets; https://pen.org.ua/en/members/irvanets-oleksandr; https://www.wikidata.org/wiki/Q3489996
3,Oleksandr Irvanets,region_at_archive_freeze,kyiv,SOURCE_RESEARCH_WEB,187,Oleksandr Irvanets,web_research_2026-05,external_web_research,born: Lviv; raised Rivne; Jan 2022: Kyiv (Irpin); current: Kyiv (Irpin); Bu-Ba-Bu co-founder; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Oleksandr_Irvanets; https://pen.org.ua/en/members/irvanets-oleksandr; https://www.wikidata.org/wiki/Q3489996
3,Oleksandr Irvanets,language_xlsx_primary_at_freeze,Ukrainian,SOURCE_RESEARCH_WEB,187,Oleksandr Irvanets,web_research_2026-05,external_web_research,born: Lviv; raised Rivne; Jan 2022: Kyiv (Irpin); current: Kyiv (Irpin); Bu-Ba-Bu co-founder; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Oleksandr_Irvanets; https://pen.org.ua/en/members/irvanets-oleksandr; https://www.wikidata.org/wiki/Q3489996
3,Oleksandr Irvanets,notes,born: Lviv; raised Rivne; Jan 2022: Kyiv (Irpin); current: Kyiv (Irpin); Bu-Ba-Bu co-founder; PEN: PEN member,SOURCE_RESEARCH_WEB,187,Oleksandr Irvanets,web_research_2026-05,external_web_research,born: Lviv; raised Rivne; Jan 2022: Kyiv (Irpin); current: Kyiv (Irpin); Bu-Ba-Bu co-founder; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Oleksandr_Irvanets; https://pen.org.ua/en/members/irvanets-oleksandr; https://www.wikidata.org/wiki/Q3489996
3,Oleksandr Irvanets,language_corpus_p1,Ukrainian,DIRECT_COPY,187,Oleksandr Irvanets,roster_v1_frozen.csv,dominant_language_p1,Ukrainian
3,Oleksandr Irvanets,language_corpus_p2,Ukrainian,DIRECT_COPY,187,Oleksandr Irvanets,roster_v1_frozen.csv,dominant_language_p2,Ukrainian
3,Oleksandr Irvanets,bilingual_switcher_corpus,no,ROSTER_COPY,187,Oleksandr Irvanets,roster_v1_frozen.csv,is_bilingual_switcher,False
4,Serhiy Zhadan,gender,M,SOURCE_RESEARCH_WEB,223,Serhiy Zhadan,web_research_2026-05,external_web_research,born: Starobilsk (Luhansk); Jan 2022: east_ukraine (Kharkiv); current: east_ukraine (Kharkiv); 13th Khartia Brigade National Guard May 2024; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Serhiy_Zhadan; https://pen.org.ua/en/members/zhadan-sergij; https://imperiia.scalar.fas.harvard.edu/imperiia/serhiy-zhadan-i-----farwell-to-a-slavic-woman; https://www.wordsforwar.com/serhiy-zhadan-bio
4,Serhiy Zhadan,birth_year,1974,SOURCE_RESEARCH_WEB,223,Serhiy Zhadan,web_research_2026-05,external_web_research,born: Starobilsk (Luhansk); Jan 2022: east_ukraine (Kharkiv); current: east_ukraine (Kharkiv); 13th Khartia Brigade National Guard May 2024; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Serhiy_Zhadan; https://pen.org.ua/en/members/zhadan-sergij; https://imperiia.scalar.fas.harvard.edu/imperiia/serhiy-zhadan-i-----farwell-to-a-slavic-woman; https://www.wordsforwar.com/serhiy-zhadan-bio
4,Serhiy Zhadan,generation_cohort,1970s,SOURCE_RESEARCH_WEB,223,Serhiy Zhadan,web_research_2026-05,external_web_research,born: Starobilsk (Luhansk); Jan 2022: east_ukraine (Kharkiv); current: east_ukraine (Kharkiv); 13th Khartia Brigade National Guard May 2024; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Serhiy_Zhadan; https://pen.org.ua/en/members/zhadan-sergij; https://imperiia.scalar.fas.harvard.edu/imperiia/serhiy-zhadan-i-----farwell-to-a-slavic-woman; https://www.wordsforwar.com/serhiy-zhadan-bio
4,Serhiy Zhadan,region_of_birth,east_ukraine,SOURCE_RESEARCH_WEB,223,Serhiy Zhadan,web_research_2026-05,external_web_research,born: Starobilsk (Luhansk); Jan 2022: east_ukraine (Kharkiv); current: east_ukraine (Kharkiv); 13th Khartia Brigade National Guard May 2024; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Serhiy_Zhadan; https://pen.org.ua/en/members/zhadan-sergij; https://imperiia.scalar.fas.harvard.edu/imperiia/serhiy-zhadan-i-----farwell-to-a-slavic-woman; https://www.wordsforwar.com/serhiy-zhadan-bio
4,Serhiy Zhadan,region_at_archive_freeze,east_ukraine,SOURCE_RESEARCH_WEB,223,Serhiy Zhadan,web_research_2026-05,external_web_research,born: Starobilsk (Luhansk); Jan 2022: east_ukraine (Kharkiv); current: east_ukraine (Kharkiv); 13th Khartia Brigade National Guard May 2024; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Serhiy_Zhadan; https://pen.org.ua/en/members/zhadan-sergij; https://imperiia.scalar.fas.harvard.edu/imperiia/serhiy-zhadan-i-----farwell-to-a-slavic-woman; https://www.wordsforwar.com/serhiy-zhadan-bio
4,Serhiy Zhadan,language_xlsx_primary_at_freeze,Ukrainian,SOURCE_RESEARCH_WEB,223,Serhiy Zhadan,web_research_2026-05,external_web_research,born: Starobilsk (Luhansk); Jan 2022: east_ukraine (Kharkiv); current: east_ukraine (Kharkiv); 13th Khartia Brigade National Guard May 2024; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Serhiy_Zhadan; https://pen.org.ua/en/members/zhadan-sergij; https://imperiia.scalar.fas.harvard.edu/imperiia/serhiy-zhadan-i-----farwell-to-a-slavic-woman; https://www.wordsforwar.com/serhiy-zhadan-bio
4,Serhiy Zhadan,notes,born: Starobilsk (Luhansk); Jan 2022: east_ukraine (Kharkiv); current: east_ukraine (Kharkiv); 13th Khartia Brigade National Guard May 2024; PEN: PEN member,SOURCE_RESEARCH_WEB,223,Serhiy Zhadan,web_research_2026-05,external_web_research,born: Starobilsk (Luhansk); Jan 2022: east_ukraine (Kharkiv); current: east_ukraine (Kharkiv); 13th Khartia Brigade National Guard May 2024; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Serhiy_Zhadan; https://pen.org.ua/en/members/zhadan-sergij; https://imperiia.scalar.fas.harvard.edu/imperiia/serhiy-zhadan-i-----farwell-to-a-slavic-woman; https://www.wordsforwar.com/serhiy-zhadan-bio
4,Serhiy Zhadan,language_corpus_p1,Ukrainian,DIRECT_COPY,223,Serhiy Zhadan,roster_v1_frozen.csv,dominant_language_p1,Ukrainian
4,Serhiy Zhadan,language_corpus_p2,Ukrainian,DIRECT_COPY,223,Serhiy Zhadan,roster_v1_frozen.csv,dominant_language_p2,Ukrainian
4,Serhiy Zhadan,bilingual_switcher_corpus,no,ROSTER_COPY,223,Serhiy Zhadan,roster_v1_frozen.csv,is_bilingual_switcher,False
5,Anton Polunin,gender,M,SOURCE_RESEARCH_WEB,31,Anton Polunin,web_research_2026-05,external_web_research,DOB 20 Jul 1985 (Smoloskyp); Kyiv Poetry Week co-founder 2016; ZSU service; birth place and residence unknown (no source) | sources: https://www.smoloskyp.com.ua/product/volossya/; https://nashformat.ua/products/volossya-940504; https://arkushi.com/poety/anton-polunin/; https://litcentr.in.ua/publ/279-1-0-17425
5,Anton Polunin,region_of_birth,,SOURCE_RESEARCH_WEB,31,Anton Polunin,web_research_2026-05,external_web_research,DOB 20 Jul 1985 (Smoloskyp); Kyiv Poetry Week co-founder 2016; ZSU service; birth place and residence unknown (no source) | sources: https://www.smoloskyp.com.ua/product/volossya/; https://nashformat.ua/products/volossya-940504; https://arkushi.com/poety/anton-polunin/; https://litcentr.in.ua/publ/279-1-0-17425
5,Anton Polunin,region_at_archive_freeze,,SOURCE_RESEARCH_WEB,31,Anton Polunin,web_research_2026-05,external_web_research,DOB 20 Jul 1985 (Smoloskyp); Kyiv Poetry Week co-founder 2016; ZSU service; birth place and residence unknown (no source) | sources: https://www.smoloskyp.com.ua/product/volossya/; https://nashformat.ua/products/volossya-940504; https://arkushi.com/poety/anton-polunin/; https://litcentr.in.ua/publ/279-1-0-17425
5,Anton Polunin,language_xlsx_primary_at_freeze,Ukrainian,SOURCE_RESEARCH_WEB,31,Anton Polunin,web_research_2026-05,external_web_research,DOB 20 Jul 1985 (Smoloskyp); Kyiv Poetry Week co-founder 2016; ZSU service; birth place and residence unknown (no source) | sources: https://www.smoloskyp.com.ua/product/volossya/; https://nashformat.ua/products/volossya-940504; https://arkushi.com/poety/anton-polunin/; https://litcentr.in.ua/publ/279-1-0-17425
5,Anton Polunin,language_corpus_p1,Ukrainian,DIRECT_COPY,31,Anton Polunin,roster_v1_frozen.csv,dominant_language_p1,Ukrainian
5,Anton Polunin,language_corpus_p2,Ukrainian,DIRECT_COPY,31,Anton Polunin,roster_v1_frozen.csv,dominant_language_p2,Ukrainian
5,Anton Polunin,bilingual_switcher_corpus,no,ROSTER_COPY,31,Anton Polunin,roster_v1_frozen.csv,is_bilingual_switcher,False
6,Julia Musakovska,gender,F,SOURCE_RESEARCH_WEB,110,Julia Musakovska,web_research_2026-05,external_web_research,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Yuliya_Musakovska; https://pen.org.ua/en/autors/musakovska-yuliya; https://www.arrowsmithpress.com/yuliya-musakovska/; https://www.catranslation.org/person/yuliya-musakovska/
6,Julia Musakovska,birth_year,1982,SOURCE_RESEARCH_WEB,110,Julia Musakovska,web_research_2026-05,external_web_research,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Yuliya_Musakovska; https://pen.org.ua/en/autors/musakovska-yuliya; https://www.arrowsmithpress.com/yuliya-musakovska/; https://www.catranslation.org/person/yuliya-musakovska/
6,Julia Musakovska,generation_cohort,1980s,SOURCE_RESEARCH_WEB,110,Julia Musakovska,web_research_2026-05,external_web_research,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Yuliya_Musakovska; https://pen.org.ua/en/autors/musakovska-yuliya; https://www.arrowsmithpress.com/yuliya-musakovska/; https://www.catranslation.org/person/yuliya-musakovska/
6,Julia Musakovska,region_of_birth,west_ukraine,SOURCE_RESEARCH_WEB,110,Julia Musakovska,web_research_2026-05,external_web_research,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Yuliya_Musakovska; https://pen.org.ua/en/autors/musakovska-yuliya; https://www.arrowsmithpress.com/yuliya-musakovska/; https://www.catranslation.org/person/yuliya-musakovska/
6,Julia Musakovska,region_jan2022,west_ukraine,SOURCE_RESEARCH_WEB,110,Julia Musakovska,web_research_2026-05,external_web_research,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Yuliya_Musakovska; https://pen.org.ua/en/autors/musakovska-yuliya; https://www.arrowsmithpress.com/yuliya-musakovska/; https://www.catranslation.org/person/yuliya-musakovska/
6,Julia Musakovska,region_at_archive_freeze,west_ukraine,SOURCE_RESEARCH_WEB,110,Julia Musakovska,web_research_2026-05,external_web_research,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Yuliya_Musakovska; https://pen.org.ua/en/autors/musakovska-yuliya; https://www.arrowsmithpress.com/yuliya-musakovska/; https://www.catranslation.org/person/yuliya-musakovska/
6,Julia Musakovska,language_xlsx_primary_at_freeze,Ukrainian,SOURCE_RESEARCH_WEB,110,Julia Musakovska,web_research_2026-05,external_web_research,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Yuliya_Musakovska; https://pen.org.ua/en/autors/musakovska-yuliya; https://www.arrowsmithpress.com/yuliya-musakovska/; https://www.catranslation.org/person/yuliya-musakovska/
6,Julia Musakovska,notes,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member,SOURCE_RESEARCH_WEB,110,Julia Musakovska,web_research_2026-05,external_web_research,born: Lviv (9 Jul 1982); Jan 2022: west_ukraine (Lviv); current: west_ukraine (Lviv); Lviv Nat'l Univ alum; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Yuliya_Musakovska; https://pen.org.ua/en/autors/musakovska-yuliya; https://www.arrowsmithpress.com/yuliya-musakovska/; https://www.catranslation.org/person/yuliya-musakovska/
6,Julia Musakovska,language_corpus_p1,Ukrainian,DIRECT_COPY,110,Julia Musakovska,roster_v1_frozen.csv,dominant_language_p1,Ukrainian
6,Julia Musakovska,language_corpus_p2,Ukrainian,DIRECT_COPY,110,Julia Musakovska,roster_v1_frozen.csv,dominant_language_p2,Ukrainian
6,Julia Musakovska,bilingual_switcher_corpus,no,ROSTER_COPY,110,Julia Musakovska,roster_v1_frozen.csv,is_bilingual_switcher,False
7,Kateryna Kalytko,gender,F,SOURCE_RESEARCH_WEB,115,Kateryna Kalytko,web_research_2026-05,external_web_research,born: Vinnytsia (8 Mar 1982); Jan 2022: central_ukraine; current: central_ukraine (Vinnytsia/Sarajevo); Shevchenko Prize 2023; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Kateryna_Kalytko; https://pen.org.ua/en/autors/kalytko-kateryna; https://www.wordsforwar.com/kateryna-kalytko-bio; https://www.versopolis.com/author/551/kateryna-kalytko
7,Kateryna Kalytko,birth_year,1982,SOURCE_RESEARCH_WEB,115,Kateryna Kalytko,web_research_2026-05,external_web_research,born: Vinnytsia (8 Mar 1982); Jan 2022: central_ukraine; current: central_ukraine (Vinnytsia/Sarajevo); Shevchenko Prize 2023; PEN: PEN member | sources: https://en.wikipedia.org/wiki/Kateryna_Kalytko; https://pen.org.ua/en/autors/kalytko-kateryna; https://www.wordsforwar.com/kateryna-kalytko-bio; https://www.versopolis.com/author/551/kateryna-kalytko
